name,country_code,country,year,p1,p2,p3,p4,p5,p6,total,abs_rank,rel_rank(%),prize
Ferdinand Wagner,GER,Germany,2015,6,1,1,7,1,0,16,183,68.4,Bronze medal
Christian Bernert,GER,Germany,2014,7,7,0,7,2,0,23,109,80.68,Silver medal
Vincent Grande,GER,Germany,2014,7,6,0,5,1,7,26,83,85.33,Silver medal
Lars Munser,GER,Germany,2014,7,7,0,7,7,0,28,50,91.23,Silver medal
Matthias Paulsen,GER,Germany,2014,7,6,1,7,7,0,28,50,91.23,Silver medal
Adrian Riekert,GER,Germany,2014,7,7,0,7,4,0,25,95,83.18,Silver medal
Ferdinand Wagner,GER,Germany,2014,7,0,7,7,1,0,22,124,78.0,Silver medal
Christian Bernert,GER,Germany,2013,7,2,0,7,2,0,18,196,62.93,Bronze medal
Lars Munser,GER,Germany,2013,7,7,0,7,7,0,28,61,88.59,Silver medal
Paul Pfeiffer,GER,Germany,2013,7,2,0,7,7,0,23,138,73.95,Bronze medal
Adrian Riekert,GER,Germany,2013,7,3,0,7,1,0,18,196,62.93,Bronze medal
David Schmidt,GER,Germany,2013,4,7,0,7,7,0,25,117,77.95,Silver medal
Jörn Stöhler,GER,Germany,2013,7,1,0,7,0,0,15,250,52.66,Bronze medal
Dominik Duda,GER,Germany,2012,7,4,0,7,2,1,21,112,79.67,Silver medal
Kevin Höllring,GER,Germany,2012,7,0,0,7,7,0,21,112,79.67,Silver medal
Simon Puchert,GER,Germany,2012,1,7,0,3,0,4,15,229,58.24,Bronze medal
Bernhard Reinke,GER,Germany,2012,3,3,5,6,0,1,18,163,70.33,Bronze medal
David Schmidt,GER,Germany,2012,7,1,3,4,0,1,16,204,62.82,Bronze medal
Xianghui Zhong,GER,Germany,2012,2,0,0,7,2,0,11,315,42.49,Honourable mention
Marius Graeber,GER,Germany,2011,7,1,0,7,7,0,22,113,80.07,Silver medal
Achim Krause,GER,Germany,2011,7,2,7,1,7,0,24,74,87.01,Silver medal
Bernhard Reinke,GER,Germany,2011,7,0,2,7,7,0,23,83,85.41,Silver medal
Lisa Sauermann,GER,Germany,2011,7,7,7,7,7,7,42,1,100.0,Gold medal
Michael Schubert,GER,Germany,2011,7,0,0,7,6,0,20,171,69.75,Bronze medal
Florian Schweiger,GER,Germany,2011,7,1,2,7,2,0,19,186,67.08,Bronze medal
Simon Buchholz,GER,Germany,2010,7,1,1,7,1,0,17,187,64.3,Bronze medal
Fabian Gundlach,GER,Germany,2010,7,7,0,7,1,0,22,76,85.6,Silver medal
Jens Reinhold,GER,Germany,2010,7,7,0,7,0,0,21,106,79.85,Silver medal
Lisa Sauermann,GER,Germany,2010,7,7,7,7,1,7,36,4,99.42,Gold medal
Michael Schubert,GER,Germany,2010,4,2,1,7,0,5,19,167,68.14,Bronze medal
Florian Schweiger,GER,Germany,2010,7,7,0,7,2,0,23,64,87.91,Silver medal
Bertram Arnold,GER,Germany,2009,7,7,0,7,7,0,28,83,85.46,Silver medal
Christoph Kröner,GER,Germany,2009,7,7,0,7,2,0,23,148,73.94,Bronze medal
Malte Lackmann,GER,Germany,2009,7,3,2,6,7,0,25,117,79.43,Silver medal
Martin Merker,GER,Germany,2009,7,3,1,4,7,3,25,117,79.43,Silver medal
Jens Reinhold,GER,Germany,2009,7,7,1,7,7,0,29,62,89.18,Silver medal
Lisa Sauermann,GER,Germany,2009,7,6,7,7,7,7,41,3,99.65,Gold medal
Jessica Fintzen,GER,Germany,2008,7,1,0,4,7,0,19,170,68.35,Bronze medal
Malte Lackmann,GER,Germany,2008,7,7,1,7,1,1,24,107,80.15,Silver medal
Florentin Münch,GER,Germany,2008,7,6,1,4,0,0,18,186,65.36,Bronze medal
Lisa Sauermann,GER,Germany,2008,7,2,7,7,5,7,35,12,97.94,Gold medal
Georg Schröter,GER,Germany,2008,7,4,3,7,7,0,28,64,88.2,Silver medal
Philipp Weiß,GER,Germany,2008,6,1,0,4,3,1,15,238,55.62,Bronze medal
Friedrich Feuerstein,GER,Germany,2007,7,3,0,7,7,0,24,68,87.09,Silver medal
Malte Lackmann,GER,Germany,2007,0,2,1,7,1,0,11,293,43.74,Honourable mention
Stephan Neupert,GER,Germany,2007,5,3,0,7,0,0,15,197,62.24,Bronze medal
Lisa Sauermann,GER,Germany,2007,7,0,1,7,7,0,22,93,82.27,Silver medal
Peter Scholze,GER,Germany,2007,7,7,1,7,7,7,36,2,99.81,Gold medal
Georg Schröter,GER,Germany,2007,7,0,2,7,7,1,24,68,87.09,Silver medal
Darij Grinberg,GER,Germany,2006,7,1,7,7,7,1,30,16,96.98,Gold medal
Daniel Harrer,GER,Germany,2006,7,1,1,7,1,0,17,150,70.02,Bronze medal
Matthias Ohst,GER,Germany,2006,7,1,0,7,3,0,18,132,73.64,Bronze medal
Christian Sattler,GER,Germany,2006,7,7,1,7,7,0,29,21,95.98,Gold medal
Peter Scholze,GER,Germany,2006,7,7,0,7,7,7,35,6,98.99,Gold medal
Georg Schönherr,GER,Germany,2006,7,7,0,7,7,0,28,27,94.77,Gold medal
Darij Grinberg,GER,Germany,2005,7,7,0,7,7,0,28,72,86.13,Silver medal
Daniel Harrer,GER,Germany,2005,2,7,0,7,7,0,23,114,77.93,Silver medal
Christian Sattler,GER,Germany,2005,2,7,1,7,7,7,31,53,89.84,Silver medal
Peter Scholze,GER,Germany,2005,7,7,7,7,7,7,42,1,100.0,Gold medal
Georg Schönherr,GER,Germany,2005,0,7,0,7,0,7,21,131,74.61,Bronze medal
Christopher Wulff,GER,Germany,2005,7,1,0,2,7,1,18,156,69.73,Bronze medal
Darij Grinberg,GER,Germany,2004,6,7,0,7,7,0,27,81,83.51,Silver medal
Annika Heckel,GER,Germany,2004,6,2,1,7,0,1,17,212,56.49,Bronze medal
Matthias Ohst,GER,Germany,2004,7,1,2,0,0,1,11,295,39.38,Honourable mention
Christian Sattler,GER,Germany,2004,6,5,7,7,1,3,29,65,86.8,Silver medal
Peter Scholze,GER,Germany,2004,7,5,1,7,7,4,31,46,90.72,Silver medal
Mykhaylo Shkolnikov,GER,Germany,2004,6,1,0,7,1,0,15,244,49.9,Honourable mention
Richard Bamler,GER,Germany,2003,7,2,0,7,2,2,20,93,79.82,Silver medal
Peter Eberhard,GER,Germany,2003,0,7,0,7,1,0,15,163,64.47,Bronze medal
Friedrich Feuerstein,GER,Germany,2003,0,3,0,7,0,0,10,247,46.05,Honourable mention
Christian Reiher,GER,Germany,2003,7,7,7,7,1,7,36,12,97.59,Gold medal
Alex Schreiber,GER,Germany,2003,2,2,7,0,1,0,12,211,53.95,Honourable mention
Michael Tyomkyn,GER,Germany,2003,7,3,0,7,1,1,19,98,78.73,Silver medal
Richard Bamler,GER,Germany,2002,4,0,1,7,1,7,20,145,69.87,Bronze medal
Thomas Jäger,GER,Germany,2002,7,6,7,3,7,0,30,24,95.19,Gold medal
Philipp Lampe,GER,Germany,2002,7,6,1,4,2,0,20,145,69.87,Bronze medal
Rudolf Polzer,GER,Germany,2002,7,0,1,3,2,0,13,233,51.46,Honourable mention
Christian Reiher,GER,Germany,2002,6,7,7,7,7,2,36,4,99.37,Gold medal
Michael Tyomkyn,GER,Germany,2002,7,7,0,7,2,2,25,78,83.89,Silver medal
Thomas Jäger,GER,Germany,2001,7,7,2,7,2,1,26,54,88.77,Silver medal
Philipp Lampe,GER,Germany,2001,7,2,1,0,3,4,17,140,70.55,Bronze medal
Hendrik Lönngren,GER,Germany,2001,7,2,7,7,2,0,25,61,87.29,Silver medal
Rudolf Polzer,GER,Germany,2001,0,5,0,1,2,0,8,277,41.53,""
Christian Reiher,GER,Germany,2001,7,2,2,7,7,7,32,28,94.28,Gold medal
Michael Tyomkyn,GER,Germany,2001,7,7,1,3,5,0,23,73,84.75,Silver medal
Thomas Jäger,GER,Germany,2000,7,7,1,6,7,0,28,45,90.43,Silver medal
Jan Christoph Kinne,GER,Germany,2000,2,1,0,7,0,0,10,230,50.22,Honourable mention
Hendrik Lönngren,GER,Germany,2000,0,1,0,4,1,0,6,333,27.83,""
Rudolf Polzer,GER,Germany,2000,0,1,3,7,7,0,18,130,71.96,Bronze medal
Christian Reiher,GER,Germany,2000,7,7,2,7,7,1,31,28,94.13,Gold medal
Philipp Schapotschnikov,GER,Germany,2000,4,2,0,5,4,0,15,161,65.22,Bronze medal
Julian Arndts,GER,Germany,1999,7,7,1,2,0,1,18,109,75.95,Bronze medal
Daniel Herden,GER,Germany,1999,7,4,1,7,6,1,26,45,90.2,Silver medal
Thomas Jäger,GER,Germany,1999,6,2,0,7,0,1,16,129,71.49,Bronze medal
Martin Langer,GER,Germany,1999,7,1,1,3,0,1,13,178,60.58,Bronze medal
Martin Olbermann,GER,Germany,1999,7,2,7,2,1,1,20,85,81.29,Silver medal
Christian Reiher,GER,Germany,1999,1,7,3,3,0,1,15,138,69.49,Bronze medal
Ulrich Derenthal,GER,Germany,1998,7,0,2,1,6,0,16,176,58.13,Bronze medal
Benjamin Friedrich,GER,Germany,1998,7,0,2,7,0,7,23,104,75.36,Bronze medal
Daniel Herden,GER,Germany,1998,3,7,2,7,7,0,26,73,82.78,Silver medal
Martin Langer,GER,Germany,1998,4,7,2,7,7,0,27,67,84.21,Silver medal
Eva Mierendorff,GER,Germany,1998,2,6,2,1,1,0,12,218,48.09,""
Torsten Schöneborn,GER,Germany,1998,7,7,7,0,4,0,25,86,79.67,Silver medal
Tobias Bahr,GER,Germany,1997,3,0,3,7,7,1,21,142,69.28,Bronze medal
Thomas Fischer,GER,Germany,1997,7,0,1,7,4,3,22,131,71.68,Bronze medal
Daniel Herden,GER,Germany,1997,1,7,7,7,4,0,26,97,79.08,Silver medal
Armin Holschbach,GER,Germany,1997,4,7,7,7,7,3,35,32,93.25,Gold medal
Ben Liese,GER,Germany,1997,7,7,7,7,1,0,29,70,84.97,Silver medal
Peter Wagner,GER,Germany,1997,7,7,7,7,0,0,28,79,83.01,Silver medal
Arend Bayer,GER,Germany,1996,7,7,7,7,0,7,35,11,97.64,Gold medal
Bertram Felgenhauer,GER,Germany,1996,7,7,2,7,0,7,30,25,94.33,Gold medal
Thomas Richthammer,GER,Germany,1996,7,1,2,7,3,1,21,82,80.85,Silver medal
Robert Strich,GER,Germany,1996,3,1,1,1,1,0,7,248,41.61,""
Julius Verrel,GER,Germany,1996,7,1,2,0,0,3,13,164,61.47,Bronze medal
Gunther Vogel,GER,Germany,1996,7,7,6,7,3,1,31,21,95.27,Gold medal
Arend Bayer,GER,Germany,1995,7,0,7,6,7,2,29,90,78.35,Silver medal
Nico Düvelmeyer,GER,Germany,1995,7,0,1,5,7,1,21,166,59.85,Bronze medal
Bertram Felgenhauer,GER,Germany,1995,7,7,7,5,7,2,35,36,91.48,Silver medal
Alexander Lytchak,GER,Germany,1995,0,0,4,7,0,0,11,285,30.9,Honourable mention
Julius Verrel,GER,Germany,1995,7,0,7,7,7,1,29,90,78.35,Silver medal
Gunther Vogel,GER,Germany,1995,7,7,7,7,7,2,37,23,94.65,Gold medal
Arend Bayer,GER,Germany,1994,7,7,7,5,7,7,40,28,92.97,Gold medal
Tilo Eilebrecht,GER,Germany,1994,4,4,7,5,3,7,30,88,77.34,Silver medal
Andreas Klein,GER,Germany,1994,0,7,7,7,1,7,29,95,75.52,Bronze medal
Gunther Vogel,GER,Germany,1994,2,7,7,3,2,0,21,165,57.29,Bronze medal
Mark Weyer,GER,Germany,1994,7,3,7,1,1,2,21,165,57.29,Bronze medal
Anja Wille,GER,Germany,1994,7,7,7,7,6,0,34,58,85.16,Silver medal
Eike Lau,GER,Germany,1993,0,2,7,7,7,7,30,28,93.45,Gold medal
Manuel Moos,GER,Germany,1993,7,0,0,6,7,7,27,44,89.56,Silver medal
Jan-Christoph Puchta,GER,Germany,1993,1,2,0,7,7,7,24,59,85.92,Silver medal
Stefan Schwarz,GER,Germany,1993,7,0,6,7,5,7,32,19,95.63,Gold medal
Jakob Stix,GER,Germany,1993,7,7,4,7,7,7,39,3,99.51,Gold medal
Martin Wiechert,GER,Germany,1993,7,2,7,7,7,7,37,4,99.27,Gold medal
Christoph Bergemann,GER,Germany,1992,7,1,7,2,7,7,31,27,91.9,Silver medal
Norbert Hoffmann,GER,Germany,1992,7,7,7,1,0,3,25,65,80.06,Silver medal
Andreas Klein,GER,Germany,1992,5,4,7,0,0,3,19,108,66.67,Bronze medal
Eike Lau,GER,Germany,1992,5,5,4,5,0,0,19,108,66.67,Bronze medal
Stefan Schwarz,GER,Germany,1992,7,3,4,4,0,7,25,65,80.06,Silver medal
Jakob Stix,GER,Germany,1992,7,7,3,6,3,4,30,32,90.34,Silver medal
Michael Dreher,GER,Germany,1991,7,7,7,7,7,3,38,21,93.69,Silver medal
Norbert Hoffmann,GER,Germany,1991,7,6,7,7,7,7,41,10,97.16,Gold medal
Bodo Laß,GER,Germany,1991,7,7,1,7,7,7,36,39,88.01,Silver medal
Jan-Christoph Puchta,GER,Germany,1991,0,7,7,7,7,7,35,47,85.49,Silver medal
Jakob Stix,GER,Germany,1991,7,7,5,7,7,5,38,21,93.69,Silver medal
Martin Wiechert,GER,Germany,1991,0,7,6,7,7,7,34,54,83.28,Silver medal
Markus Bisanz,GER,Germany,1990,0,7,2,1,7,1,18,116,62.54,Bronze medal
Thomas Gleim,GER,Germany,1990,1,7,3,2,7,1,21,90,71.01,Bronze medal
Jan Kneißler,GER,Germany,1990,0,7,2,3,6,3,21,90,71.01,Bronze medal
Bodo Laß,GER,Germany,1990,7,7,2,1,7,2,26,50,84.04,Silver medal
Markus Oswald,GER,Germany,1990,0,7,2,2,7,3,21,90,71.01,Bronze medal
Jan Hendrik Schmidt,GER,Germany,1990,5,7,2,7,7,3,31,32,89.9,Silver medal
Marten Fels,GER,Germany,1989,1,7,1,7,7,4,27,88,70.0,Bronze medal
Andreas Gathmann,GER,Germany,1989,7,6,0,7,7,7,34,41,86.21,Silver medal
Martin Härterich,GER,Germany,1989,7,7,7,7,7,6,41,11,96.55,Gold medal
Markus Oswald,GER,Germany,1989,7,2,0,1,7,1,18,141,51.72,Bronze medal
Jan Hendrik Schmidt,GER,Germany,1989,7,4,3,7,7,3,31,65,77.93,Silver medal
Jürgen Wolff,GER,Germany,1989,7,7,5,7,7,3,36,28,90.69,Silver medal
Jörg Eisfeld,GER,Germany,1988,7,7,6,2,7,0,29,31,88.76,Silver medal
Martin Härterich,GER,Germany,1988,7,7,2,7,7,1,31,18,93.63,Silver medal
Thorsten Kleinjung,GER,Germany,1988,7,7,7,7,7,0,35,12,95.88,Gold medal
Markus Lauer,GER,Germany,1988,7,7,2,2,4,0,22,66,75.66,Bronze medal
Eric Müller,GER,Germany,1988,7,7,1,7,7,1,30,25,91.01,Silver medal
Jens Petersen,GER,Germany,1988,7,7,7,6,0,0,27,44,83.9,Silver medal
Jörg Eisfeld,GER,Germany,1987,7,7,7,7,7,7,42,1,100.0,Gold medal
Martin Härterich,GER,Germany,1987,7,7,7,7,7,7,42,1,100.0,Gold medal
Thorsten Kleinjung,GER,Germany,1987,7,7,7,7,7,7,42,1,100.0,Gold medal
Markus Lauer,GER,Germany,1987,7,7,7,7,7,4,39,33,86.44,Silver medal
Eric Müller,GER,Germany,1987,7,7,7,7,7,6,41,23,90.68,Silver medal
Wolfgang Schwarz,GER,Germany,1987,7,7,7,7,7,7,42,1,100.0,Gold medal
Wieland Fischer,GER,Germany,1986,7,7,0,7,6,7,34,15,93.3,Gold medal
Martin Härterich,GER,Germany,1986,7,7,1,7,7,7,36,12,94.74,Gold medal
Georg Illies,GER,Germany,1986,4,7,1,7,7,7,33,19,91.39,Silver medal
Markus Lauer,GER,Germany,1986,3,7,5,7,6,2,30,30,86.12,Silver medal
Eric Müller,GER,Germany,1986,7,7,2,7,7,0,30,30,86.12,Silver medal
Götz Wiesend,GER,Germany,1986,4,7,1,7,7,7,33,19,91.39,Silver medal
Martin Härterich,GER,Germany,1985,3,7,0,5,1,1,17,75,64.42,Bronze medal
Franz Merkl,GER,Germany,1985,7,7,0,1,0,6,21,50,76.44,Bronze medal
Eckhard Müller,GER,Germany,1985,3,7,7,2,2,7,28,27,87.5,Silver medal
Peter Müller,GER,Germany,1985,7,6,0,7,0,1,21,50,76.44,Bronze medal
Colin Stahlke,GER,Germany,1985,2,7,2,4,2,1,18,65,69.23,Bronze medal
Hagen von Eitzen,GER,Germany,1985,3,7,7,7,3,7,34,11,95.19,Gold medal
Arnfried Gebhardt,GER,Germany,1984,7,7,5,7,3,1,30,35,82.2,Silver medal
Bernhard Leeb,GER,Germany,1984,7,7,7,7,7,3,38,15,92.67,Silver medal
Eckhard Müller,GER,Germany,1984,7,3,0,7,0,1,18,89,53.93,Bronze medal
Colin Stahlke,GER,Germany,1984,3,7,4,6,4,0,24,53,72.77,Bronze medal
Hagen von Eitzen,GER,Germany,1984,7,7,0,7,0,2,23,58,70.16,Bronze medal
Andreas Wacker,GER,Germany,1984,7,3,0,0,0,7,17,96,50.26,Bronze medal
Michael Eisele,GER,Germany,1983,,,,,,,12,101,45.95,""
Daniel Grieser,GER,Germany,1983,,,,,,,39,5,97.84,Gold medal
Bruno Haible,GER,Germany,1983,,,,,,,35,14,92.97,Silver medal
Bernhard Leeb,GER,Germany,1983,7,7,7,7,7,7,42,1,100.0,"Gold medal, Special prize"
Michael Stoll,GER,Germany,1983,7,7,7,7,7,7,42,1,100.0,Gold medal
Frank Wagner,GER,Germany,1983,7,7,7,7,7,7,42,1,100.0,Gold medal
Bruno Haible,GER,Germany,1982,7,7,7,7,7,7,42,1,100.0,Gold medal
Bernhard Leeb,GER,Germany,1982,7,2,7,7,7,5,35,12,90.68,Silver medal
Bernhard Raaf,GER,Germany,1982,7,0,6,4,7,7,31,24,80.51,Silver medal
Michael Stoll,GER,Germany,1982,7,7,7,3,7,6,37,8,94.07,Gold medal
Ortwin Gasper,GER,Germany,1981,,,,,,,41,27,85.87,Gold medal
Martin Kreuzer,GER,Germany,1981,,,,,,,39,40,78.8,Silver medal
Bernhard Leeb,GER,Germany,1981,,,,,,,37,50,73.37,Silver medal
Hartmut Maennel,GER,Germany,1981,7,7,7,7,7,7,42,1,100.0,Gold medal
Martin Neschen,GER,Germany,1981,7,7,7,7,7,7,42,1,100.0,Gold medal
Bernhard Raaf,GER,Germany,1981,,,,,,,41,27,85.87,Gold medal
Michael Roth,GER,Germany,1981,,,,,,,28,94,49.46,Bronze medal
Günter M. Ziegler,GER,Germany,1981,7,7,7,7,7,7,42,1,100.0,Gold medal
Alexander Bartmann,GER,Germany,1979,6,2,1,6,1,5,21,71,57.58,Bronze medal
Jürgen Doenhardt,GER,Germany,1979,0,4,7,1,0,2,14,111,33.33,""
Holger Eng,GER,Germany,1979,6,7,7,6,2,7,35,11,93.94,Silver medal
Hans-Dieter Foß,GER,Germany,1979,6,5,7,6,2,7,33,22,87.27,Silver medal
Hartmut Maennel,GER,Germany,1979,6,7,7,5,7,7,39,5,97.58,Gold medal
Hans Ranke,GER,Germany,1979,6,7,7,1,2,7,30,33,80.61,Silver medal
Thomas Volker,GER,Germany,1979,6,7,7,6,1,7,34,15,91.52,Silver medal
Reiner Zorn,GER,Germany,1979,0,7,7,6,2,7,29,35,79.39,Silver medal
Ulrich Everling,GER,Germany,1978,,,,,,,26,26,80.92,Bronze medal
Rainer Johanni,GER,Germany,1978,,,,,,,21,64,51.91,""
Hartmut Maennel,GER,Germany,1978,,,,,,,21,64,51.91,""
Hans-Werner Mikolaiski,GER,Germany,1978,,,,,,,18,85,35.88,""
Martin Roller,GER,Germany,1978,,,,,,,22,56,58.02,Bronze medal
Erich Runge,GER,Germany,1978,,,,,,,18,85,35.88,""
Uwe Weselmann,GER,Germany,1978,,,,,,,35,5,96.95,Gold medal
Herbert Wingen,GER,Germany,1978,,,,,,,23,47,64.89,Bronze medal
Peter Glockner,GER,Germany,1977,,,,,,,12,105,32.47,""
Berthold Krüger,GER,Germany,1977,,,,,,,26,29,81.82,Silver medal
Jürgen Rathmann,GER,Germany,1977,,,,,,,36,7,96.1,Gold medal
Helge Ritter,GER,Germany,1977,,,,,,,17,73,53.25,Bronze medal
Martin Roller,GER,Germany,1977,,,,,,,21,50,68.18,Bronze medal
Tilman Schmidt,GER,Germany,1977,,,,,,,20,61,61.04,Bronze medal
Walter Spann,GER,Germany,1977,,,,,,,12,105,32.47,""
Ralf Wehrmann,GER,Germany,1977,,,,,,,21,50,68.18,Bronze medal
Jordan Lefkowitz,USA,United States of America,2024,7,7,6,7,0,0,27,76,87.66,Silver medal
Krishna Pothapragada,USA,United States of America,2024,7,6,2,7,7,2,31,19,97.04,Gold medal
Linus Tang,USA,United States of America,2024,7,7,3,7,7,1,32,14,97.86,Gold medal
Jessica Wan,USA,United States of America,2024,7,7,5,7,7,2,35,5,99.34,Gold medal
Alexander Wang,USA,United States of America,2024,7,7,3,7,7,7,38,3,99.67,Gold medal
Qiao Zhang,USA,United States of America,2024,7,7,0,5,7,3,29,47,92.43,Gold medal
Huaye Jeff Lin,USA,United States of America,2023,7,7,7,7,7,2,37,12,98.22,Gold medal
Derek Liu,USA,United States of America,2023,7,7,7,7,7,7,42,1,100.0,Gold medal
Maximus Lu,USA,United States of America,2023,7,7,7,7,2,0,30,71,88.65,Silver medal
Eric Shen,USA,United States of America,2023,7,7,7,7,7,2,37,12,98.22,Gold medal
Alexander Wang,USA,United States of America,2023,7,7,7,7,7,6,41,6,99.19,Gold medal
Alex Zhao,USA,United States of America,2023,7,7,7,7,7,0,35,28,95.62,Gold medal
Kevin Cong,USA,United States of America,2022,7,7,2,7,7,6,36,23,96.26,Gold medal
Ram Goel,USA,United States of America,2022,7,7,0,7,4,0,25,230,61.05,Bronze medal
Andrew Gu,USA,United States of America,2022,7,7,0,7,7,5,33,45,92.52,Silver medal
Derek Liu,USA,United States of America,2022,7,7,5,7,7,7,40,12,98.13,Gold medal
Luke Robitaille,USA,United States of America,2022,7,7,2,7,7,7,37,19,96.94,Gold medal
Eric Shen,USA,United States of America,2022,7,7,7,7,7,1,36,23,96.26,Gold medal
Ankit Bisain,USA,United States of America,2021,7,0,7,7,0,1,22,63,89.97,Silver medal
Quanlin Chen,USA,United States of America,2021,7,1,1,7,7,0,23,53,91.59,Silver medal
Maxim Li,USA,United States of America,2021,6,0,1,7,7,7,28,32,94.98,Gold medal
Luke Robitaille,USA,United States of America,2021,7,1,7,7,7,7,36,3,99.68,Gold medal
Noah Walsh,USA,United States of America,2021,6,0,0,7,7,7,27,41,93.53,Gold medal
Zifan Wang,USA,United States of America,2021,7,0,1,7,7,7,29,24,96.28,Gold medal
Quanlin Chen,USA,United States of America,2020,7,7,4,7,7,1,33,22,96.59,Gold medal
Gopal Goel,USA,United States of America,2020,7,5,0,7,7,1,27,114,81.63,Silver medal
Tianze Jiang,USA,United States of America,2020,7,7,0,7,7,1,29,59,90.57,Silver medal
Jeffrey Kwan,USA,United States of America,2020,7,3,0,7,7,1,25,131,78.86,Silver medal
Luke Robitaille,USA,United States of America,2020,7,7,7,7,7,1,36,4,99.51,Gold medal
William Wang,USA,United States of America,2020,7,7,4,7,7,1,33,22,96.59,Gold medal
Vincent Huang,USA,United States of America,2019,7,7,3,7,7,7,38,11,98.39,Gold medal
Luke Robitaille,USA,United States of America,2019,7,6,2,7,7,6,35,18,97.26,Gold medal
Colin Shanmo Tang,USA,United States of America,2019,7,7,7,7,7,7,42,1,100.0,Gold medal
Edward Wan,USA,United States of America,2019,7,6,0,7,7,7,34,28,95.65,Gold medal
Brandon Wang,USA,United States of America,2019,7,7,7,7,7,1,36,15,97.74,Gold medal
Daniel Zhu,USA,United States of America,2019,7,7,7,7,7,7,42,1,100.0,Gold medal
Adam Ardeishar,USA,United States of America,2018,7,7,0,7,7,1,29,61,89.88,Silver medal
Andrew Gu,USA,United States of America,2018,7,7,0,7,7,6,34,19,96.96,Gold medal
Vincent Huang,USA,United States of America,2018,7,6,2,7,7,7,36,10,98.48,Gold medal
James Lin,USA,United States of America,2018,7,7,7,7,7,7,42,1,100.0,Gold medal
Michael Ren,USA,United States of America,2018,7,7,0,7,7,3,31,34,94.44,Gold medal
Mihir Anand Singhal,USA,United States of America,2018,7,7,5,7,7,7,40,3,99.66,Gold medal
Ankan Bhattacharya,USA,United States of America,2017,7,5,0,7,7,0,26,30,95.28,Gold medal
Zachary Chroman,USA,United States of America,2017,7,2,0,7,1,7,24,49,92.18,Silver medal
Andrew Gu,USA,United States of America,2017,7,4,0,7,7,1,26,30,95.28,Gold medal
Vincent Huang,USA,United States of America,2017,7,4,0,7,1,1,20,103,83.39,Silver medal
James Lin,USA,United States of America,2017,7,7,0,7,7,2,30,6,99.19,Gold medal
Junyao Peng,USA,United States of America,2017,7,7,0,7,0,1,22,72,88.44,Silver medal
Ankan Bhattacharya,USA,United States of America,2016,3,7,6,7,6,0,29,41,93.34,Gold medal
Michael Kural,USA,United States of America,2016,6,7,1,7,7,3,31,23,96.34,Gold medal
Allen Liu,USA,United States of America,2016,7,7,7,7,7,7,42,1,100.0,Gold medal
Junyao Peng,USA,United States of America,2016,7,7,0,7,7,7,35,12,98.17,Gold medal
Ashwin Sah,USA,United States of America,2016,7,7,6,7,7,1,35,12,98.17,Gold medal
Yuan Yao,USA,United States of America,2016,7,7,7,7,7,7,42,1,100.0,Gold medal
Ryan Alweiss,USA,United States of America,2015,7,2,1,7,7,7,31,10,98.44,Gold medal
Michael Kural,USA,United States of America,2015,7,2,7,7,2,0,25,40,93.23,Silver medal
Allen Liu,USA,United States of America,2015,7,7,7,7,1,6,35,5,99.31,Gold medal
Yang Liu,USA,United States of America,2015,7,7,7,7,3,0,31,10,98.44,Gold medal
Shyam Narayanan,USA,United States of America,2015,7,7,2,7,5,0,28,26,95.66,Gold medal
David Stoner,USA,United States of America,2015,7,7,7,7,7,0,35,5,99.31,Gold medal
Joshua Brakensiek,USA,United States of America,2014,7,7,6,7,1,0,28,50,91.23,Silver medal
Allen Liu,USA,United States of America,2014,7,5,7,7,7,0,33,26,95.53,Gold medal
Yang Liu,USA,United States of America,2014,7,7,3,7,7,1,32,28,95.17,Gold medal
Sammy Luo,USA,United States of America,2014,7,7,0,7,2,7,30,36,93.74,Gold medal
Mark Sellke,USA,United States of America,2014,7,7,0,7,7,7,35,15,97.5,Gold medal
James Tao,USA,United States of America,2014,7,7,7,7,7,0,35,15,97.5,Gold medal
Ray Li,USA,United States of America,2013,7,4,0,7,5,2,25,117,77.95,Silver medal
Mark Sellke,USA,United States of America,2013,7,7,0,7,7,7,35,10,98.29,Gold medal
Bobby Shen,USA,United States of America,2013,7,7,0,7,7,7,35,10,98.29,Gold medal
Thomas Swayze,USA,United States of America,2013,7,7,0,7,7,1,29,57,89.35,Silver medal
James Tao,USA,United States of America,2013,7,3,7,7,7,0,31,34,93.73,Gold medal
Victor Wang,USA,United States of America,2013,7,7,7,7,7,0,35,10,98.29,Gold medal
Xiaoyu He,USA,United States of America,2012,7,7,7,6,0,0,27,52,90.66,Silver medal
Ravi Jagadeesan,USA,United States of America,2012,7,5,3,5,4,4,28,33,94.14,Gold medal
Mitchell Lee,USA,United States of America,2012,7,7,5,6,4,0,29,30,94.69,Gold medal
